id,platform,ticker,stock_name,title,content,comment_time,quantity,transaction_type,price_per_share,transaction_date,profit
102474512,toss,096770,SK이노베이션,,거래량없는 장대음봉..??,2025-03-17T14:51:38+09:00,,,,,
102473674,toss,96770,SK이노베이션,,오르자,2025-03-17T14:44:14+09:00,40.0,구매,125400.0,3월 17일 14:40,
102472784,toss,96770,SK이노베이션,,한달동안 오른게 이틀만에 무너지는구나...,2025-03-17T14:34:21+09:00,,,,,
102472612,toss,96770,SK이노베이션,,진짜 지옥까지 가는구나....,2025-03-17T14:32:41+09:00,,,,,
102463270,toss,96770,SK이노베이션,,언제까지 매수해야 배당금 받을 수 있을까요? 배당락도 감수 해야겠지요?^^,2025-03-17T13:00:16+09:00,,,,,
