id,flatform,ticker,title,content,comment_time,stock_name,quantity,transaction_type,price_per_share,transaction_date,profit
102434222,toss,000720,,32680 쓸라다가 오타나서 36800 에 산겨?,2025-03-17T09:02:46+09:00,,,,,,
