id,flatform,ticker,title,content,comment_time,stock_name,quantity,transaction_type,price_per_share,transaction_date,profit
102453476,toss,105560,,잡주중에 잡주네~~,2025-03-17T11:22:31+09:00,,,,,,
102452290,toss,105560,,역쉬 쓰으레기 ㅋ,2025-03-17T11:10:07+09:00,,,,,,
