id,platform,ticker,stock_name,title,content,comment_time,quantity,transaction_type,price_per_share,transaction_date,profit
102418898,toss,105560,KB금융,이젠 현금비중을 늘여하나?,탄핵관련 결과가 어떻게 나오든 정국불안은 계속되어 투자심리가 얼어붙을 거고 트럼프의 가벼운 주둥이는 이제 우릴 향하고 있고 따뜻한 봄이  오지 않을 듯 담주부턴 본격적으로 최대한 수익난거 위주 현금화하고 미장도 국장도 재미없을 듯하여 놀러다녀와야 할듯,2025-03-16T13:54:07+09:00,,,,,
